N,q,N2_func,mobile,n,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
600,0.01,5,False,7.0,0.0,72_1_5,600,600,5,7,-0.23455505159433127,72,1.0,0.0
700,0.01,5,False,12.0,0.0,72_1_6,700,700,7,8,-0.2004397838853491,72,1.0,0.0
800,0.01,5,False,4.0,0.0,72_1_7,800,800,8,8,-0.4744015909318574,72,1.0,0.0
900,0.01,5,False,7.0,0.0,72_1_8,900,900,8,8,-0.330439999885732,72,1.0,0.0
1000,0.01,5,False,12.0,0.0,72_1_9,1000,1000,12,8,-0.3008129026917517,72,1.0,0.0
100,0.01,5,False,1.0,0.0,72_2_0,100,100,0,1,-0.002134344525973309,72,1.0,0.0
200,0.01,5,False,1.0,0.0,72_2_1,200,200,1,1,-0.29994561437176176,72,1.0,0.0
300,0.01,5,False,4.0,0.0,72_2_2,300,300,5,0,-0.3512768397487629,72,1.0,0.0
400,0.01,5,False,2.0,0.0,72_2_3,400,400,0,7,0.11786584680013404,72,1.0,0.0
500,0.01,5,False,6.0,0.0,72_2_4,500,500,5,7,-0.26339091632071515,72,1.0,0.0
600,0.01,5,False,6.0,0.0,72_2_5,600,600,14,5,-0.519592266780958,72,1.0,0.0
700,0.01,5,False,6.0,0.0,72_2_6,700,700,4,7,-0.22237025082185904,72,1.0,0.0
800,0.01,5,False,6.0,0.0,72_2_7,800,800,10,6,-0.42442295835146515,72,1.0,0.0
900,0.01,5,False,6.0,0.0,72_2_8,900,900,8,6,-0.3671698169739987,72,1.0,0.0
1000,0.01,5,False,13.0,0.0,72_2_9,1000,1000,8,13,-0.2092397567435305,72,1.0,0.0
100,0.01,5,False,1.0,0.0,72_3_0,100,100,0,0,2.118144902771525e-05,72,1.0,1.0
200,0.01,5,False,0.0,0.0,72_3_1,200,200,0,2,-2.128175729098723,72,0.0,0.0
300,0.01,5,False,4.0,0.0,72_3_2,300,300,2,1,-0.17609493895851366,72,1.0,0.0
400,0.01,5,False,5.0,0.0,72_3_3,400,400,5,5,-0.3004874665716892,72,1.0,0.0
500,0.01,5,False,2.0,0.0,72_3_4,500,500,5,5,-0.5397310353428306,72,1.0,0.0
600,0.01,5,False,7.0,0.0,72_3_5,600,600,5,6,-0.23445076318411054,72,1.0,0.0
700,0.01,5,False,11.0,0.0,72_3_6,700,700,3,7,0.19988136360127687,72,1.0,0.0
800,0.01,5,False,12.0,0.0,72_3_7,800,800,8,8,-0.2224007336879551,72,1.0,0.0
900,0.01,5,False,10.0,0.0,72_3_8,900,900,7,10,-0.23101047083835066,72,1.0,0.0
1000,0.01,5,False,11.0,0.0,72_3_9,1000,1000,13,10,-0.33816299306920045,72,1.0,0.0
100,0.01,5,False,1.0,0.0,72_4_0,100,100,1,1,-0.29886393390747373,72,1.0,0.0
200,0.01,5,False,3.0,0.0,72_4_1,200,200,2,1,-0.22149070454211367,72,1.0,0.0
300,0.01,5,False,3.0,0.0,72_4_2,300,300,1,3,-0.12615010093978277,72,1.0,0.0
400,0.01,5,False,2.0,0.0,72_4_3,400,400,4,2,-0.4749490397422763,72,1.0,0.0
500,0.01,5,False,7.0,0.0,72_4_4,500,500,1,2,0.3642025446604147,72,1.0,0.0
600,0.01,5,False,4.0,0.0,72_4_5,600,600,3,6,-0.24331169776483041,72,1.0,0.0
700,0.01,5,False,13.0,0.0,72_4_6,700,700,6,2,-0.1650070007346744,72,1.0,0.0
800,0.01,5,False,9.0,0.0,72_4_7,800,800,9,9,-0.3007586464006062,72,1.0,0.0
900,0.01,5,False,10.0,0.0,72_4_8,900,900,5,7,-0.17682218959215062,72,1.0,0.0
1000,0.01,5,False,16.0,0.0,72_4_9,1000,1000,10,11,-0.21162545490672574,72,1.0,0.0
100,0.01,5,True,6.0,5.0,73_0_0,100,100,1,1,0.20449400084668024,73,1.0,0.0
200,0.01,5,True,12.0,10.0,73_0_1,200,200,3,1,0.39632428603380143,73,1.0,0.0
300,0.01,5,True,17.0,15.0,73_0_2,300,300,3,3,1.3478087158885739,73,1.0,0.0
400,0.01,5,True,21.0,20.0,73_0_3,400,400,1,4,3.7587920654297937,73,1.0,0.0
500,0.01,5,True,27.0,25.0,73_0_4,500,500,3,5,3.6411800345764296,73,1.0,0.0
600,0.01,5,True,36.0,30.0,73_0_5,600,600,5,5,4.5306204432787265,73,1.0,0.0
700,0.01,5,True,48.0,35.0,73_0_6,700,700,10,5,4.629588056562704,73,1.0,0.0
800,0.01,5,True,47.0,40.0,73_0_7,800,800,5,8,7.240340814015409,73,1.0,0.0
900,0.01,5,True,51.0,45.0,73_0_8,900,900,11,7,4.767867619501001,73,1.0,0.0
1000,0.01,5,True,55.0,50.0,73_0_9,1000,1000,13,13,4.721766784020431,73,1.0,0.0
100,0.01,5,True,5.0,5.0,73_1_0,100,100,0,2,0.727470104646411,73,1.0,0.0
200,0.01,5,True,18.0,10.0,73_1_1,200,200,4,3,1.1198569499324498,73,1.0,0.0
300,0.01,5,True,20.0,15.0,73_1_2,300,300,0,4,4.781720983870704,73,1.0,0.0
400,0.01,5,True,27.0,20.0,73_1_3,400,400,4,2,3.0374887145812473,73,1.0,0.0
500,0.01,5,True,32.0,25.0,73_1_4,500,500,3,5,4.923437153177077,73,1.0,0.0
600,0.01,5,True,32.0,30.0,73_1_5,600,600,9,8,1.776236227433984,73,1.0,0.0
700,0.01,5,True,44.0,35.0,73_1_6,700,700,6,2,5.847715921794748,73,1.0,0.0
800,0.01,5,True,44.0,40.0,73_1_7,800,800,7,5,5.220727614174043,73,1.0,0.0
900,0.01,5,True,52.0,45.0,73_1_8,900,900,10,6,5.4639346732437994,73,1.0,0.0
1000,0.01,5,True,60.0,50.0,73_1_9,1000,1000,12,14,6.25631739846951,73,1.0,0.0
100,0.01,5,True,5.0,5.0,73_2_0,100,100,0,0,0.7493167477221013,73,1.0,1.0
200,0.01,5,True,11.0,10.0,73_2_1,200,200,0,1,2.281481803543077,73,1.0,0.0
300,0.01,5,True,19.0,15.0,73_2_2,300,300,5,3,0.8799871559051723,73,1.0,0.0
400,0.01,5,True,24.0,20.0,73_2_3,400,400,7,2,1.0578353786612311,73,1.0,0.0
500,0.01,5,True,30.0,25.0,73_2_4,500,500,6,0,2.634206698546631,73,1.0,0.0
600,0.01,5,True,37.0,30.0,73_2_5,600,600,4,7,5.441091819158912,73,1.0,0.0
700,0.01,5,True,43.0,35.0,73_2_6,700,700,8,5,4.480632809238067,73,1.0,0.0
800,0.01,5,True,47.0,40.0,73_2_7,800,800,6,9,6.5549260880358355,73,1.0,0.0
900,0.01,5,True,51.0,45.0,73_2_8,900,900,12,11,4.327840634190509,73,1.0,0.0
1000,0.01,5,True,61.0,50.0,73_2_9,1000,1000,17,11,4.375813795986986,73,1.0,0.0
100,0.01,5,True,6.0,5.0,73_3_0,100,100,3,0,-0.17504123451174425,73,1.0,0.0
200,0.01,5,True,13.0,10.0,73_3_1,200,200,2,2,1.0486027962009687,73,1.0,0.0
300,0.01,5,True,17.0,15.0,73_3_2,300,300,1,3,2.715182126678288,73,1.0,0.0
400,0.01,5,True,22.0,20.0,73_3_3,400,400,5,3,1.433341839782584,73,1.0,0.0
500,0.01,5,True,32.0,25.0,73_3_4,500,500,4,6,4.21240979293521,73,1.0,0.0
600,0.01,5,True,35.0,30.0,73_3_5,600,600,6,3,3.7208638652279236,73,1.0,0.0
700,0.01,5,True,42.0,35.0,73_3_6,700,700,6,14,5.339992460036918,73,1.0,0.0
800,0.01,5,True,44.0,40.0,73_3_7,800,800,9,8,4.187134926125728,73,1.0,0.0
900,0.01,5,True,51.0,45.0,73_3_8,900,900,9,11,5.741097012331129,73,1.0,0.0
1000,0.01,5,True,58.0,50.0,73_3_9,1000,1000,12,10,5.814406487045243,73,1.0,0.0
100,0.01,5,True,7.0,5.0,73_4_0,100,100,0,1,1.236064342665819,73,1.0,0.0
200,0.01,5,True,11.0,10.0,73_4_1,200,200,1,2,1.2341394027280357,73,1.0,0.0
300,0.01,5,True,16.0,15.0,73_4_2,300,300,2,3,1.6938642943060878,73,1.0,0.0
400,0.01,5,True,24.0,20.0,73_4_3,400,400,2,5,3.6543827901700165,73,1.0,0.0
500,0.01,5,True,28.0,25.0,73_4_4,500,500,4,5,3.2384062197761145,73,1.0,0.0
600,0.01,5,True,37.0,30.0,73_4_5,600,600,7,9,3.6526606070286225,73,1.0,0.0
700,0.01,5,True,43.0,35.0,73_4_6,700,700,8,5,4.480632809238067,73,1.0,0.0
800,0.01,5,True,47.0,40.0,73_4_7,800,800,12,10,3.5287525030156415,73,1.0,0.0
900,0.01,5,True,52.0,45.0,73_4_8,900,900,6,7,7.796427300082112,73,1.0,0.0
1000,0.01,5,True,61.0,50.0,73_4_9,1000,1000,15,6,5.149866983282036,73,1.0,0.0
100,0.01,5,True,6.0,5.0,74_0_0,100,100,1,1,0.20449400084668024,74,1.0,0.0
200,0.01,5,True,12.0,10.0,74_0_1,200,200,0,5,2.5060702748984327,74,1.0,0.0
300,0.01,5,True,20.0,15.0,74_0_2,300,300,1,7,3.5126710810016437,74,1.0,0.0
400,0.01,5,True,25.0,20.0,74_0_3,400,400,10,1,0.378233491206643,74,1.0,0.0
500,0.01,5,True,28.0,25.0,74_0_4,500,500,5,8,2.6774293918230248,74,1.0,0.0
600,0.01,5,True,35.0,30.0,74_0_5,600,600,4,8,4.929246498555204,74,1.0,0.0
700,0.01,5,True,43.0,35.0,74_0_6,700,700,4,7,6.97276744467214,74,1.0,0.0
800,0.01,5,True,47.0,40.0,74_0_7,800,800,7,10,5.934522552403876,74,1.0,0.0
900,0.01,5,True,54.0,45.0,74_0_8,900,900,13,9,4.537908238556296,74,1.0,0.0
1000,0.01,5,True,63.0,50.0,74_0_9,1000,1000,11,7,7.460849510515374,74,1.0,0.0
100,0.01,5,True,5.0,5.0,74_1_0,100,100,1,1,0.04089669856241497,74,1.0,0.0
200,0.01,5,True,10.0,10.0,74_1_1,200,200,2,2,0.4426339267742435,74,1.0,0.0
300,0.01,5,True,16.0,15.0,74_1_2,300,300,7,2,-0.1049191863214348,74,1.0,0.0
400,0.01,5,True,23.0,20.0,74_1_3,400,400,3,9,2.6802427552151764,74,1.0,0.0
500,0.01,5,True,27.0,25.0,74_1_4,500,500,5,7,2.4563531602123434,74,1.0,0.0
600,0.01,5,True,34.0,30.0,74_1_5,600,600,8,3,2.556629794575667,74,1.0,0.0
700,0.01,5,True,40.0,35.0,74_1_6,700,700,6,11,4.861338865133558,74,1.0,0.0
800,0.01,5,True,51.0,40.0,74_1_7,800,800,8,4,6.326586738024447,74,1.0,0.0
900,0.01,5,True,58.0,45.0,74_1_8,900,900,10,7,6.850049688625888,74,1.0,0.0
1000,0.01,5,True,58.0,50.0,74_1_9,1000,1000,13,8,5.361668360076532,74,1.0,0.0
100,0.01,5,True,7.0,5.0,74_2_0,100,100,0,3,1.2051442330101045,74,1.0,0.0
200,0.01,5,True,12.0,10.0,74_2_1,200,200,1,1,1.4796807862771808,74,1.0,0.0
300,0.01,5,True,18.0,15.0,74_2_2,300,300,5,3,0.7007005441220333,74,1.0,0.0
400,0.01,5,True,24.0,20.0,74_2_3,400,400,2,0,3.663595169473562,74,1.0,0.0
500,0.01,5,True,31.0,25.0,74_2_4,500,500,8,5,1.9764814930509387,74,1.0,0.0
600,0.01,5,True,33.0,30.0,74_2_5,600,600,6,6,3.2628342096911354,74,1.0,0.0
700,0.01,5,True,43.0,35.0,74_2_6,700,700,12,7,2.7659157383851616,74,1.0,0.0
800,0.01,5,True,48.0,40.0,74_2_7,800,800,3,11,9.138659830240282,74,1.0,0.0
900,0.01,5,True,58.0,45.0,74_2_8,900,900,5,8,10.12575985674318,74,1.0,0.0
1000,0.01,5,True,58.0,50.0,74_2_9,1000,1000,7,10,8.617344454494303,74,1.0,0.0
100,0.01,5,True,8.0,5.0,74_3_0,100,100,0,3,1.4643276421832006,74,1.0,0.0
200,0.01,5,True,12.0,10.0,74_3_1,200,200,3,3,0.3903665083791229,74,1.0,0.0
300,0.01,5,True,18.0,15.0,74_3_2,300,300,6,2,0.38764984227421967,74,1.0,0.0
400,0.01,5,True,25.0,20.0,74_3_3,400,400,7,1,1.2396445760870165,74,1.0,0.0
500,0.01,5,True,27.0,25.0,74_3_4,500,500,4,5,3.0015525594256527,74,1.0,0.0
600,0.01,5,True,37.0,30.0,74_3_5,600,600,7,2,3.659789620539288,74,1.0,0.0
700,0.01,5,True,41.0,35.0,74_3_6,700,700,12,7,2.3874380273225917,74,1.0,0.0
800,0.01,5,True,45.0,40.0,74_3_7,800,800,10,7,3.9482846554445645,74,1.0,0.0
900,0.01,5,True,51.0,45.0,74_3_8,900,900,12,5,4.332120974426338,74,1.0,0.0
1000,0.01,5,True,62.0,50.0,74_3_9,1000,1000,12,12,6.710510132256419,74,1.0,0.0
100,0.01,5,True,5.0,5.0,74_4_0,100,100,0,1,0.7384219674807829,74,1.0,0.0
200,0.01,5,True,15.0,10.0,74_4_1,200,200,2,2,1.4967198585861399,74,1.0,0.0
300,0.01,5,True,19.0,15.0,74_4_2,300,300,5,3,0.8799871559051723,74,1.0,0.0
400,0.01,5,True,24.0,20.0,74_4_3,400,400,5,7,1.8337791988332648,74,1.0,0.0
500,0.01,5,True,30.0,25.0,74_4_4,500,500,4,5,3.7208641985513164,74,1.0,0.0
600,0.01,5,True,36.0,30.0,74_4_5,600,600,4,7,5.184967412017489,74,1.0,0.0
700,0.01,5,True,37.0,35.0,74_4_6,700,700,3,7,6.176786311147429,74,1.0,0.0
800,0.01,5,True,47.0,40.0,74_4_7,800,800,5,11,7.235618493061544,74,1.0,0.0
900,0.01,5,True,54.0,45.0,74_4_8,900,900,6,17,8.295555714908508,74,1.0,0.0
1000,0.01,5,True,58.0,50.0,74_4_9,1000,1000,8,9,7.972414999572232,74,1.0,0.0
100,0.01,5,True,5.0,5.0,75_0_0,100,100,1,1,0.04089669856241497,75,1.0,0.0
200,0.01,5,True,12.0,10.0,75_0_1,200,200,4,2,0.0724315404029904,75,1.0,0.0
300,0.01,5,True,20.0,15.0,75_0_2,300,300,2,3,2.6679686946192778,75,1.0,0.0
400,0.01,5,True,21.0,20.0,75_0_3,400,400,2,2,2.887202704558344,75,1.0,0.0
500,0.01,5,True,32.0,25.0,75_0_4,500,500,4,5,4.213979702053048,75,1.0,0.0
600,0.01,5,True,34.0,30.0,75_0_5,600,600,8,6,2.552711259338056,75,1.0,0.0
700,0.01,5,True,42.0,35.0,75_0_6,700,700,10,9,3.339924403321615,75,1.0,0.0
800,0.01,5,True,51.0,40.0,75_0_7,800,800,7,10,6.916319932552267,75,1.0,0.0
900,0.01,5,True,58.0,45.0,75_0_8,900,900,9,12,7.400748776984196,75,1.0,0.0
1000,0.01,5,True,59.0,50.0,75_0_9,1000,1000,7,8,8.87571928181036,75,1.0,0.0
100,0.01,5,True,7.0,5.0,75_1_0,100,100,1,0,0.39865831287965103,75,1.0,0.0
200,0.01,5,True,13.0,10.0,75_1_1,200,200,1,3,1.7158745017756705,75,1.0,0.0
300,0.01,5,True,18.0,15.0,75_1_2,300,300,0,1,4.240727529440071,75,1.0,0.0
400,0.01,5,True,25.0,20.0,75_1_3,400,400,7,6,1.230557256032375,75,1.0,0.0
500,0.01,5,True,30.0,25.0,75_1_4,500,500,6,6,2.6247745221666032,75,1.0,0.0
600,0.01,5,True,38.0,30.0,75_1_5,600,600,13,5,1.5634075817123896,75,1.0,0.0
700,0.01,5,True,42.0,35.0,75_1_6,700,700,8,7,4.252380100341281,75,1.0,0.0
800,0.01,5,True,46.0,40.0,75_1_7,800,800,7,13,5.689335515834261,75,1.0,0.0
900,0.01,5,True,52.0,45.0,75_1_8,900,900,5,9,8.517936746191912,75,1.0,0.0
1000,0.01,5,True,59.0,50.0,75_1_9,1000,1000,8,12,8.2175589141249,75,1.0,0.0
100,0.01,5,True,6.0,5.0,75_2_0,100,100,1,2,0.1985989042339511,75,1.0,0.0
200,0.01,5,True,10.0,10.0,75_2_1,200,200,3,2,0.07308793506708848,75,1.0,0.0
300,0.01,5,True,16.0,15.0,75_2_2,300,300,1,3,2.451616747073935,75,1.0,0.0
400,0.01,5,True,21.0,20.0,75_2_3,400,400,1,4,3.7587920654297937,75,1.0,0.0
500,0.01,5,True,32.0,25.0,75_2_4,500,500,5,6,3.6011062084695187,75,1.0,0.0
600,0.01,5,True,37.0,30.0,75_2_5,600,600,7,4,3.6580537040098644,75,1.0,0.0
700,0.01,5,True,37.0,35.0,75_2_6,700,700,5,6,4.745834071891024,75,1.0,0.0
800,0.01,5,True,51.0,40.0,75_2_7,800,800,6,12,7.564741650118165,75,1.0,0.0
900,0.01,5,True,53.0,45.0,75_2_8,900,900,5,12,8.77780964674748,75,1.0,0.0
1000,0.01,5,True,60.0,50.0,75_2_9,1000,1000,12,9,6.2612479745895,75,1.0,0.0
100,0.01,5,True,5.0,5.0,75_3_0,100,100,3,0,-0.20284186739950397,75,1.0,0.0
200,0.01,5,True,14.0,10.0,75_3_1,200,200,1,2,1.9744193596639568,75,1.0,0.0
300,0.01,5,True,18.0,15.0,75_3_2,300,300,5,4,0.6985666196038017,75,1.0,0.0
400,0.01,5,True,22.0,20.0,75_3_3,400,400,4,1,1.9002052069589532,75,1.0,0.0
500,0.01,5,True,30.0,25.0,75_3_4,500,500,6,8,2.62257926037568,75,1.0,0.0
600,0.01,5,True,32.0,30.0,75_3_5,600,600,9,12,1.771461712154002,75,1.0,0.0
700,0.01,5,True,47.0,35.0,75_3_6,700,700,6,10,6.5871110140121045,75,1.0,0.0
800,0.01,5,True,48.0,40.0,75_3_7,800,800,14,6,2.98949259330304,75,1.0,0.0
900,0.01,5,True,53.0,45.0,75_3_8,900,900,16,8,3.2222501661719796,75,1.0,0.0
1000,0.01,5,True,59.0,50.0,75_3_9,1000,1000,17,14,3.986745648250582,75,1.0,0.0
100,0.01,5,True,8.0,5.0,75_4_0,100,100,2,2,0.1174214667172789,75,1.0,0.0
200,0.01,5,True,15.0,10.0,75_4_1,200,200,4,3,0.5497214666593337,75,1.0,0.0
300,0.01,5,True,20.0,15.0,75_4_2,300,300,1,2,3.5278887723551446,75,1.0,0.0
400,0.01,5,True,23.0,20.0,75_4_3,400,400,3,1,2.6946061983281293,75,1.0,0.0
500,0.01,5,True,27.0,25.0,75_4_4,500,500,6,10,1.9854248189280095,75,1.0,0.0
600,0.01,5,True,32.0,30.0,75_4_5,600,600,9,4,1.7814712067109328,75,1.0,0.0
700,0.01,5,True,44.0,35.0,75_4_6,700,700,5,4,6.504950333554471,75,1.0,0.0
800,0.01,5,True,48.0,40.0,75_4_7,800,800,9,13,5.075580091217629,75,1.0,0.0
900,0.01,5,True,50.0,45.0,75_4_8,900,900,9,10,5.511285614324235,75,1.0,0.0
1000,0.01,5,True,60.0,50.0,75_4_9,1000,1000,8,10,8.470261628927737,75,1.0,0.0
100,0.01,5,True,6.0,5.0,76_0_0,100,100,1,3,0.19263777966157059,76,1.0,0.0
200,0.01,5,True,13.0,10.0,76_0_1,200,200,1,4,1.7133181315613528,76,1.0,0.0
300,0.01,5,True,19.0,15.0,76_0_2,300,300,1,3,3.252357966859337,76,1.0,0.0
400,0.01,5,True,24.0,20.0,76_0_3,400,400,2,1,3.66068601637551,76,1.0,0.0
500,0.01,5,True,29.0,25.0,76_0_4,500,500,5,10,2.9003090401082576,76,1.0,0.0
600,0.01,5,True,37.0,30.0,76_0_5,600,600,7,3,3.658952617719318,76,1.0,0.0
700,0.01,5,True,40.0,35.0,76_0_6,700,700,5,7,5.486529993063223,76,1.0,0.0
800,0.01,5,True,51.0,40.0,76_0_7,800,800,9,8,5.7722942783421995,76,1.0,0.0
900,0.01,5,True,50.0,45.0,76_0_8,900,900,5,9,7.99151675383715,76,1.0,0.0
1000,0.01,5,True,58.0,50.0,76_0_9,1000,1000,12,7,5.816850943038996,76,1.0,0.0
100,0.01,5,True,5.0,5.0,76_1_0,100,100,4,3,-0.25489348210692564,76,1.0,0.0
200,0.01,5,True,12.0,10.0,76_1_1,200,200,3,2,0.3933698155643012,76,1.0,0.0
300,0.01,5,True,18.0,15.0,76_1_2,300,300,2,2,2.1728420126924743,76,1.0,0.0
400,0.01,5,True,25.0,20.0,76_1_3,400,400,4,4,2.565378710881963,76,1.0,0.0
500,0.01,5,True,32.0,25.0,76_1_4,500,500,1,3,6.825367653030216,76,1.0,0.0
600,0.01,5,True,38.0,30.0,76_1_5,600,600,2,6,7.393570303952417,76,1.0,0.0
700,0.01,5,True,43.0,35.0,76_1_6,700,700,6,13,5.586070804800048,76,1.0,0.0
800,0.01,5,True,43.0,40.0,76_1_7,800,800,5,6,6.215994503778813,76,1.0,0.0
900,0.01,5,True,57.0,45.0,76_1_8,900,900,15,9,4.354787589301635,76,1.0,0.0
1000,0.01,5,True,61.0,50.0,76_1_9,1000,1000,7,10,9.388090083089809,76,1.0,0.0
100,0.01,5,True,7.0,5.0,76_2_0,100,100,2,1,-0.026175297883138916,76,1.0,0.0
200,0.01,5,True,12.0,10.0,76_2_1,200,200,2,3,0.8322655800407748,76,1.0,0.0
300,0.01,5,True,18.0,15.0,76_2_2,300,300,2,1,2.1774087824435164,76,1.0,0.0
400,0.01,5,True,22.0,20.0,76_2_3,400,400,9,5,0.19391339145133896,76,1.0,0.0
500,0.01,5,True,29.0,25.0,76_2_4,500,500,12,2,0.4616780417917945,76,1.0,0.0
600,0.01,5,True,40.0,30.0,76_2_5,600,600,5,9,5.516615831800955,76,1.0,0.0
700,0.01,5,True,40.0,35.0,76_2_6,700,700,5,5,5.488899574740911,76,1.0,0.0
800,0.01,5,True,49.0,40.0,76_2_7,800,800,6,11,7.056425833319971,76,1.0,0.0
900,0.01,5,True,51.0,45.0,76_2_8,900,900,11,11,4.764650678452544,76,1.0,0.0
1000,0.01,5,True,56.0,50.0,76_2_9,1000,1000,10,10,6.351260784734338,76,1.0,0.0
100,0.01,5,True,6.0,5.0,76_3_0,100,100,0,3,0.9551624809882677,76,1.0,0.0
200,0.01,5,True,15.0,10.0,76_3_1,200,200,1,2,2.23573842304926,76,1.0,0.0
300,0.01,5,True,20.0,15.0,76_3_2,300,300,4,4,1.4903512097025002,76,1.0,0.0
400,0.01,5,True,25.0,20.0,76_3_3,400,400,7,2,1.2378971371357534,76,1.0,0.0
500,0.01,5,True,32.0,25.0,76_3_4,500,500,3,9,4.915108436795054,76,1.0,0.0
600,0.01,5,True,34.0,30.0,76_3_5,600,600,12,6,1.1892768870267219,76,1.0,0.0
700,0.01,5,True,44.0,35.0,76_3_6,700,700,11,7,3.3439213474717753,76,1.0,0.0
800,0.01,5,True,52.0,40.0,76_3_7,800,800,12,9,4.565254933971395,76,1.0,0.0
900,0.01,5,True,56.0,45.0,76_3_8,900,900,9,8,6.923535565775386,76,1.0,0.0
1000,0.01,5,True,62.0,50.0,76_3_9,1000,1000,10,11,7.7661721783639415,76,1.0,0.0
100,0.01,5,True,8.0,5.0,76_4_0,100,100,0,0,1.517340651095888,76,1.0,1.0
200,0.01,5,True,15.0,10.0,76_4_1,200,200,2,1,1.5024612579774008,76,1.0,0.0
300,0.01,5,True,19.0,15.0,76_4_2,300,300,2,4,2.415022680884604,76,1.0,0.0
400,0.01,5,True,24.0,20.0,76_4_3,400,400,3,3,2.931806807262267,76,1.0,0.0
500,0.01,5,True,27.0,25.0,76_4_4,500,500,7,15,1.5737028127728374,76,1.0,0.0
600,0.01,5,True,37.0,30.0,76_4_5,600,600,5,9,4.769992762289811,76,1.0,0.0
700,0.01,5,True,40.0,35.0,76_4_6,700,700,6,10,4.862657507098472,76,1.0,0.0
800,0.01,5,True,48.0,40.0,76_4_7,800,800,9,6,5.083024810582621,76,1.0,0.0
900,0.01,5,True,54.0,45.0,76_4_8,900,900,12,6,4.968794505431327,76,1.0,0.0
1000,0.01,5,True,57.0,50.0,76_4_9,1000,1000,10,10,6.583597020890949,76,1.0,0.0
100,0.01,5,False,2.0,0.0,77_0_0,100,100,1,1,-0.17609190745043563,77,1.0,0.0
200,0.01,5,False,2.0,0.0,77_0_1,200,200,0,2,0.12170133955435193,77,1.0,0.0
300,0.01,5,False,2.0,0.0,77_0_2,300,300,2,0,-0.3003067740448853,77,1.0,0.0
400,0.01,5,False,3.0,0.0,77_0_3,400,400,10,6,-0.627402445836595,77,1.0,0.0
500,0.01,5,False,4.0,0.0,77_0_4,500,500,6,6,-0.3959793499072424,77,1.0,0.0
600,0.01,5,False,3.0,0.0,77_0_5,600,600,3,10,-0.30066823430870143,77,1.0,0.0
700,0.01,5,False,8.0,0.0,77_0_6,700,700,10,5,-0.35140263956282336,77,1.0,0.0
800,0.01,5,False,7.0,0.0,77_0_7,800,800,8,14,-0.3301365796425484,77,1.0,0.0
900,0.01,5,False,12.0,0.0,77_0_8,900,900,7,8,-0.20024451191197995,77,1.0,0.0
1000,0.01,5,False,13.0,0.0,77_0_9,1000,1000,10,12,-0.24822559431137955,77,1.0,0.0
100,0.01,5,False,2.0,0.0,77_1_0,100,100,4,1,-0.4705877538847493,77,1.0,0.0
200,0.01,5,False,0.0,0.0,77_1_1,200,200,1,2,-2.1270886334575088,77,0.0,0.0
300,0.01,5,False,3.0,0.0,77_1_2,300,300,1,5,-0.1271206351818593,77,1.0,0.0
400,0.01,5,False,3.0,0.0,77_1_3,400,400,9,6,-0.5939070304940733,77,1.0,0.0
500,0.01,5,False,3.0,0.0,77_1_4,500,500,7,9,-0.5166576155802727,77,1.0,0.0
600,0.01,5,False,6.0,0.0,77_1_5,600,600,10,1,-0.42511979871920924,77,1.0,0.0
700,0.01,5,False,8.0,0.0,77_1_6,700,700,4,10,-0.1775005632425979,77,1.0,0.0
800,0.01,5,False,8.0,0.0,77_1_7,800,800,8,8,-0.30075864640060695,77,1.0,0.0
900,0.01,5,False,15.0,0.0,77_1_8,900,900,3,11,0.897260159302457,77,1.0,0.0
1000,0.01,5,False,12.0,0.0,77_1_9,1000,1000,9,8,-0.24331401576969874,77,1.0,0.0
100,0.01,5,False,0.0,0.0,77_2_0,100,100,1,2,-1.8281659316954548,77,0.0,0.0
200,0.01,5,False,4.0,0.0,77_2_1,200,200,2,1,-0.17609960801462332,77,1.0,0.0
300,0.01,5,False,3.0,0.0,77_2_2,300,300,3,6,-0.3003067740448855,77,1.0,0.0
400,0.01,5,False,3.0,0.0,77_2_3,400,400,1,2,-0.1254833303693355,77,1.0,0.0
500,0.01,5,False,8.0,0.0,77_2_4,500,500,5,4,-0.2112418067855985,77,1.0,0.0
600,0.01,5,False,5.0,0.0,77_2_5,600,600,5,7,-0.3006682343086984,77,1.0,0.0
700,0.01,5,False,8.0,0.0,77_2_6,700,700,8,5,-0.30071989605644417,77,1.0,0.0
800,0.01,5,False,8.0,0.0,77_2_7,800,800,5,12,-0.21191481257466632,77,1.0,0.0
900,0.01,5,False,11.0,0.0,77_2_8,900,900,10,6,-0.2807404359495643,77,1.0,0.0
1000,0.01,5,False,11.0,0.0,77_2_9,1000,1000,12,8,-0.3199387208158523,77,1.0,0.0
100,0.01,5,False,1.0,0.0,77_3_0,100,100,1,2,-0.29886393390747346,77,1.0,0.0
200,0.01,5,False,4.0,0.0,77_3_1,200,200,2,1,-0.17609960801462332,77,1.0,0.0
300,0.01,5,False,4.0,0.0,77_3_2,300,300,3,2,-0.24286080885387695,77,1.0,0.0
400,0.01,5,False,5.0,0.0,77_3_3,400,400,2,6,-0.14788028754610907,77,1.0,0.0
500,0.01,5,False,5.0,0.0,77_3_4,500,500,5,2,-0.3005959181846624,77,1.0,0.0
600,0.01,5,False,7.0,0.0,77_3_5,600,600,5,9,-0.23476370357410464,77,1.0,0.0
700,0.01,5,False,4.0,0.0,77_3_6,700,700,5,8,-0.3511724949340721,77,1.0,0.0
