N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,63_1_4,1000,1000,13,11,-0.6908707134704432,63,1.0,0.0
600,0.01,15.0,0.0,9.0,5.9399999999999995,2.437211521390788,0.0,63_1_5,1000,1000,14,11,-0.2824951708937913,63,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,63_1_6,1000,1000,9,8,-0.19503677727361243,63,1.0,0.0
800,0.01,15.0,0.0,4.0,7.92,2.814249455894058,0.0,63_1_7,1000,1000,11,13,-0.5185772580713742,63,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,63_1_8,1000,1000,11,7,-0.2591603797179801,63,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,63_1_9,1000,1000,10,12,-0.32397808009246704,63,1.0,0.0
100,0.01,5.0,0.0,2.0,0.99,0.99498743710662,0.0,63_2_0,1000,1000,8,12,0.03867459847683206,63,1.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,63_2_1,1000,1000,7,14,-0.1773702289485087,63,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,63_2_2,1000,1000,7,9,-0.1877618418603429,63,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,63_2_3,1000,1000,9,14,-0.35777604873055285,63,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,63_2_4,1000,1000,8,3,-0.3875027963356902,63,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,63_2_5,1000,1000,12,5,-0.27289454676727287,63,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,63_2_6,1000,1000,10,7,-0.34104941675066175,63,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,63_2_7,1000,1000,10,7,-0.3739276109914081,63,1.0,0.0
900,0.01,15.0,0.0,14.0,8.91,2.98496231131986,0.0,63_2_8,1000,1000,8,17,-0.17460751803048122,63,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,63_2_9,1000,1000,10,12,-0.2808684278477699,63,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,64_0_0,1000,1000,11,4,-2.598168273643213,64,0.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,64_0_1,1000,1000,7,12,0.11910631710880984,64,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,64_0_2,1000,1000,11,9,-0.4746037803951325,64,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,64_0_3,1000,1000,13,8,-0.25763098634762704,64,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,64_0_4,1000,1000,15,7,-0.36710163821931496,64,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,64_0_5,1000,1000,9,13,-0.4738036935020235,64,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,64_0_6,1000,1000,11,8,-0.36706518054854437,64,1.0,0.0
800,0.01,15.0,0.0,10.0,7.92,2.814249455894058,0.0,64_0_7,1000,1000,10,13,-0.25031859750169205,64,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,64_0_8,1000,1000,8,8,-0.23214364151548245,64,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,64_0_9,1000,1000,7,10,-0.2501947258457755,64,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,64_1_0,1000,1000,10,9,-2.2975368961640767,64,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,64_1_1,1000,1000,2,12,0.29787264180349105,64,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,64_1_2,1000,1000,17,11,-0.6353493928754871,64,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,64_1_3,1000,1000,9,11,-0.3579630463488605,64,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,64_1_4,1000,1000,15,6,-0.4985240716278711,64,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,64_1_5,1000,1000,6,12,-0.2730844422491785,64,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,64_1_6,1000,1000,8,9,-0.19260412689510795,64,1.0,0.0
800,0.01,15.0,0.0,2.0,7.92,2.814249455894058,0.0,64_1_7,1000,1000,15,11,-0.8636794254305427,64,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,64_1_8,1000,1000,9,13,-0.3348064998907057,64,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,64_1_9,1000,1000,7,6,-0.27297527864748544,64,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,64_2_0,1000,1000,7,10,-0.16364445158267468,64,1.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,64_2_1,1000,1000,15,10,-0.20022101952243293,64,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,64_2_2,1000,1000,12,11,-0.36203519704648246,64,1.0,0.0
400,0.01,10.0,0.0,0.0,3.96,1.98997487421324,0.0,64_2_3,1000,1000,8,11,-2.2199175711363535,64,0.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,64_2_4,1000,1000,9,4,-0.3353205332501349,64,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,64_2_5,1000,1000,12,13,-0.4737960280303385,64,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,64_2_6,1000,1000,11,9,-0.2382371595018393,64,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,64_2_7,1000,1000,4,9,-0.14621811047657982,64,1.0,0.0
900,0.01,15.0,0.0,6.0,8.91,2.98496231131986,0.0,64_2_8,1000,1000,14,9,-0.4966404964874203,64,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,64_2_9,1000,1000,13,11,-0.41727271239568153,64,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,65_0_0,1000,1000,11,5,-2.518987027595588,65,0.0,0.0
200,0.01,10.0,0.0,2.0,1.98,1.407124727947029,0.0,65_0_1,1000,1000,9,15,-0.26346331537776285,65,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,65_0_2,1000,1000,12,13,-0.36190054983398057,65,1.0,0.0
400,0.01,10.0,0.0,2.0,3.96,1.98997487421324,0.0,65_0_3,1000,1000,11,12,-0.5647174763054742,65,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,65_0_4,1000,1000,11,15,-0.4887544106344926,65,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,65_0_5,1000,1000,16,9,-0.43741644974185195,65,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,65_0_6,1000,1000,10,12,-0.2680251817100267,65,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,65_0_7,1000,1000,7,8,-0.3285557885040382,65,1.0,0.0
900,0.01,15.0,0.0,13.0,8.91,2.98496231131986,0.0,65_0_8,1000,1000,10,8,-0.2247148003573923,65,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,65_0_9,1000,1000,10,8,-0.32407526129468484,65,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,65_1_0,1000,1000,10,9,-2.2975368961640767,65,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,65_1_1,1000,1000,20,9,-0.8338452934819075,65,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,65_1_2,1000,1000,17,13,-0.3827305247344328,65,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,65_1_3,1000,1000,14,8,-0.4087367860743401,65,1.0,0.0
500,0.01,15.0,0.0,12.0,4.95,2.224859546128699,0.0,65_1_4,1000,1000,7,7,0.6917013123189353,65,1.0,0.0
600,0.01,15.0,0.0,2.0,5.9399999999999995,2.437211521390788,0.0,65_1_5,1000,1000,6,9,-0.4746773204999063,65,1.0,0.0
700,0.01,15.0,0.0,13.0,6.93,2.6324893162176366,0.0,65_1_6,1000,1000,4,13,0.9872801798118797,65,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,65_1_7,1000,1000,5,10,-0.1419773824129073,65,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,65_1_8,1000,1000,18,9,-0.5261048129645842,65,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,65_1_9,1000,1000,14,10,-0.4373115784502553,65,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,65_2_0,1000,1000,8,6,-0.21404172835181115,65,1.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,65_2_1,1000,1000,6,16,-0.002476095620568474,65,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,65_2_2,1000,1000,10,10,-0.4401783200865776,65,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,65_2_3,1000,1000,9,11,-0.3579630463488605,65,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,65_2_4,1000,1000,16,9,-0.519670576934892,65,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,65_2_5,1000,1000,13,10,-0.500327003465764,65,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,65_2_6,1000,1000,12,8,-0.3916182970268472,65,1.0,0.0
800,0.01,15.0,0.0,10.0,7.92,2.814249455894058,0.0,65_2_7,1000,1000,7,9,-0.18012610194073686,65,1.0,0.0
900,0.01,15.0,0.0,9.0,8.91,2.98496231131986,0.0,65_2_8,1000,1000,10,9,-0.3008014797513641,65,1.0,0.0
1000,0.01,20.0,0.0,12.0,9.9,3.146426544510455,0.0,65_2_9,1000,1000,6,4,-0.1764212153551946,65,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,66_0_0,1000,1000,9,12,-0.25975991661528486,66,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,66_0_1,1000,1000,8,12,-0.4739301608095224,66,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,66_0_2,1000,1000,11,11,-0.33247648040967664,66,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,66_0_3,1000,1000,12,14,-0.4528144523431821,66,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,66_0_4,1000,1000,8,15,-0.1931544805980821,66,1.0,0.0
600,0.01,15.0,0.0,13.0,5.9399999999999995,2.437211521390788,0.0,66_0_5,1000,1000,10,16,-0.05769446594924285,66,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,66_0_6,1000,1000,10,15,-0.34070664990574556,66,1.0,0.0
800,0.01,15.0,0.0,5.0,7.92,2.814249455894058,0.0,66_0_7,1000,1000,10,11,-0.42398275454235473,66,1.0,0.0
900,0.01,15.0,0.0,12.0,8.91,2.98496231131986,0.0,66_0_8,1000,1000,8,11,-0.19924717387280738,66,1.0,0.0
1000,0.01,20.0,0.0,4.0,9.9,3.146426544510455,0.0,66_0_9,1000,1000,6,10,-0.3965266492237521,66,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,66_1_0,1000,1000,12,14,-0.37199146099143726,66,1.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,66_1_1,1000,1000,10,11,-2.2187204251372075,66,0.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,66_1_2,1000,1000,3,9,0.7027705085285527,66,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,66_1_3,1000,1000,10,10,-0.18377039564018546,66,1.0,0.0
500,0.01,15.0,0.0,6.0,4.95,2.224859546128699,0.0,66_1_4,1000,1000,12,9,-0.3007405624763915,66,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,66_1_5,1000,1000,6,10,-0.14509687795253812,66,1.0,0.0
700,0.01,15.0,0.0,11.0,6.93,2.6324893162176366,0.0,66_1_6,1000,1000,11,4,-0.21684134086445975,66,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,66_1_7,1000,1000,7,7,-0.19921862151937153,66,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,66_1_8,1000,1000,7,9,-0.20759180919649386,66,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,66_1_9,1000,1000,11,9,-0.32178324351245857,66,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,66_2_0,1000,1000,7,17,-2.043458055069853,66,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,66_2_1,1000,1000,6,7,0.00018588272326019062,66,1.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,66_2_2,1000,1000,9,6,-0.266169567548569,66,1.0,0.0
400,0.01,10.0,0.0,1.0,3.96,1.98997487421324,0.0,66_2_3,1000,1000,9,8,-0.7494159167206924,66,1.0,0.0
500,0.01,15.0,0.0,8.0,4.95,2.224859546128699,0.0,66_2_4,1000,1000,5,12,0.24607072032618502,66,1.0,0.0
600,0.01,15.0,0.0,8.0,5.9399999999999995,2.437211521390788,0.0,66_2_5,1000,1000,10,12,-0.22786376334149747,66,1.0,0.0
700,0.01,15.0,0.0,8.0,6.93,2.6324893162176366,0.0,66_2_6,1000,1000,10,7,-0.2678640025214414,66,1.0,0.0
800,0.01,15.0,0.0,9.0,7.92,2.814249455894058,0.0,66_2_7,1000,1000,9,8,-0.25007429200491144,66,1.0,0.0
900,0.01,15.0,0.0,4.0,8.91,2.98496231131986,0.0,66_2_8,1000,1000,11,13,-0.5455992648183529,66,1.0,0.0
1000,0.01,20.0,0.0,14.0,9.9,3.146426544510455,0.0,66_2_9,1000,1000,10,5,-0.23424229759316276,66,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,67_0_0,1000,1000,14,11,-2.216758977428659,67,0.0,0.0
200,0.01,10.0,0.0,3.0,1.98,1.407124727947029,0.0,67_0_1,1000,1000,7,8,-0.04714753708420956,67,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,67_0_2,1000,1000,5,8,-0.208696878257792,67,1.0,0.0
400,0.01,10.0,0.0,6.0,3.96,1.98997487421324,0.0,67_0_3,1000,1000,13,4,-0.25746348640194566,67,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,67_0_4,1000,1000,13,6,-0.27969771634938206,67,1.0,0.0
600,0.01,15.0,0.0,5.0,5.9399999999999995,2.437211521390788,0.0,67_0_5,1000,1000,7,8,-0.25539436640134533,67,1.0,0.0
700,0.01,15.0,0.0,5.0,6.93,2.6324893162176366,0.0,67_0_6,1000,1000,15,14,-0.513247562173145,67,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,67_0_7,1000,1000,9,13,-0.20942282800722933,67,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,67_0_8,1000,1000,13,11,-0.4303687581378345,67,1.0,0.0
1000,0.01,20.0,0.0,8.0,9.9,3.146426544510455,0.0,67_0_9,1000,1000,13,10,-0.4174091014453361,67,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,67_1_0,1000,1000,12,7,-2.3936493065936744,67,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,67_1_1,1000,1000,12,13,-0.6293618156236457,67,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,67_1_2,1000,1000,9,16,-0.17762198627663023,67,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,67_1_3,1000,1000,11,12,-0.4237656064165106,67,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,67_1_4,1000,1000,9,8,-0.3351748798385642,67,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,67_1_5,1000,1000,11,8,-0.2851053032399995,67,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,67_1_6,1000,1000,9,13,-0.4252437690581055,67,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,67_1_7,1000,1000,8,18,-0.3162757683876998,67,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,67_1_8,1000,1000,5,6,-0.15326780081194943,67,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,67_1_9,1000,1000,6,7,-0.2046025297517236,67,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,67_2_0,1000,1000,8,11,-2.219151790544551,67,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,67_2_1,1000,1000,7,9,-0.4241549458599489,67,1.0,0.0
300,0.01,10.0,0.0,2.0,2.9699999999999998,1.7233687939614086,0.0,67_2_2,1000,1000,9,10,-0.40294400233308375,67,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,67_2_3,1000,1000,5,11,-0.04456224538143912,67,1.0,0.0
500,0.01,15.0,0.0,3.0,4.95,2.224859546128699,0.0,67_2_4,1000,1000,7,3,-0.3463041689720487,67,1.0,0.0
600,0.01,15.0,0.0,7.0,5.9399999999999995,2.437211521390788,0.0,67_2_5,1000,1000,12,17,-0.3083045076651804,67,1.0,0.0
700,0.01,15.0,0.0,4.0,6.93,2.6324893162176366,0.0,67_2_6,1000,1000,3,15,-0.16041183036961532,67,1.0,0.0
800,0.01,15.0,0.0,6.0,7.92,2.814249455894058,0.0,67_2_7,1000,1000,8,14,-0.3163404422678177,67,1.0,0.0
900,0.01,15.0,0.0,9.0,8.91,2.98496231131986,0.0,67_2_8,1000,1000,14,13,-0.3824845116490656,67,1.0,0.0
1000,0.01,20.0,0.0,10.0,9.9,3.146426544510455,0.0,67_2_9,1000,1000,12,17,-0.3414174563640816,67,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,68_0_0,1000,1000,15,9,-2.2955401364080035,68,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,68_0_1,1000,1000,10,15,-2.0937816885289093,68,0.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,68_0_2,1000,1000,8,11,-0.22895313753682053,68,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,68_0_3,1000,1000,7,12,-0.19720322122207903,68,1.0,0.0
500,0.01,15.0,0.0,5.0,4.95,2.224859546128699,0.0,68_0_4,1000,1000,9,12,-0.2711566809768293,68,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,68_0_5,1000,1000,5,12,-0.13980796689258393,68,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,68_0_6,1000,1000,13,16,-0.4137672696645168,68,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,68_0_7,1000,1000,6,9,-0.21821453568051563,68,1.0,0.0
900,0.01,15.0,0.0,10.0,8.91,2.98496231131986,0.0,68_0_8,1000,1000,8,9,-0.23220821705414374,68,1.0,0.0
1000,0.01,20.0,0.0,16.0,9.9,3.146426544510455,0.0,68_0_9,1000,1000,8,5,-0.1765327030079496,68,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,68_1_0,1000,1000,12,7,-2.3936493065936744,68,0.0,0.0
200,0.01,10.0,0.0,0.0,1.98,1.407124727947029,0.0,68_1_1,1000,1000,13,6,-2.4517073887326366,68,0.0,0.0
300,0.01,10.0,0.0,3.0,2.9699999999999998,1.7233687939614086,0.0,68_1_2,1000,1000,13,8,-0.3899622235376933,68,1.0,0.0
400,0.01,10.0,0.0,7.0,3.96,1.98997487421324,0.0,68_1_3,1000,1000,10,7,-0.14307856744711983,68,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,68_1_4,1000,1000,13,10,-0.4500035561579284,68,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,68_1_5,1000,1000,5,3,-0.13857722691162697,68,1.0,0.0
700,0.01,15.0,0.0,6.0,6.93,2.6324893162176366,0.0,68_1_6,1000,1000,8,9,-0.2835719241928512,68,1.0,0.0
800,0.01,15.0,0.0,7.0,7.92,2.814249455894058,0.0,68_1_7,1000,1000,7,7,-0.2500247282096345,68,1.0,0.0
900,0.01,15.0,0.0,14.0,8.91,2.98496231131986,0.0,68_1_8,1000,1000,11,9,-0.22877986208277956,68,1.0,0.0
1000,0.01,20.0,0.0,7.0,9.9,3.146426544510455,0.0,68_1_9,1000,1000,6,14,-0.26909589604781686,68,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,68_2_0,1000,1000,10,8,-2.343294386724755,68,0.0,0.0
200,0.01,10.0,0.0,4.0,1.98,1.407124727947029,0.0,68_2_1,1000,1000,9,9,-0.0351749856194873,68,1.0,0.0
300,0.01,10.0,0.0,6.0,2.9699999999999998,1.7233687939614086,0.0,68_2_2,1000,1000,9,5,-0.046226082737294005,68,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,68_2_3,1000,1000,8,13,-0.1732030265179168,68,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,68_2_4,1000,1000,10,12,-0.5961273817358311,68,1.0,0.0
600,0.01,15.0,0.0,3.0,5.9399999999999995,2.437211521390788,0.0,68_2_5,1000,1000,9,8,-0.4748891751838093,68,1.0,0.0
700,0.01,15.0,0.0,7.0,6.93,2.6324893162176366,0.0,68_2_6,1000,1000,7,14,-0.21761209651150734,68,1.0,0.0
800,0.01,15.0,0.0,8.0,7.92,2.814249455894058,0.0,68_2_7,1000,1000,16,14,-0.4235366362711706,68,1.0,0.0
900,0.01,15.0,0.0,3.0,8.91,2.98496231131986,0.0,68_2_8,1000,1000,6,9,-0.45158185891977703,68,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,68_2_9,1000,1000,9,10,-0.2598582440380649,68,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,69_0_0,1000,1000,9,10,-0.25968030113505297,69,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,69_0_1,1000,1000,7,10,-0.4240100100069984,69,1.0,0.0
300,0.01,10.0,0.0,4.0,2.9699999999999998,1.7233687939614086,0.0,69_0_2,1000,1000,12,4,-0.2661027581835668,69,1.0,0.0
400,0.01,10.0,0.0,5.0,3.96,1.98997487421324,0.0,69_0_3,1000,1000,8,6,-0.17241339655134216,69,1.0,0.0
500,0.01,15.0,0.0,4.0,4.95,2.224859546128699,0.0,69_0_4,1000,1000,9,6,-0.3352477004382054,69,1.0,0.0
600,0.01,15.0,0.0,6.0,5.9399999999999995,2.437211521390788,0.0,69_0_5,1000,1000,8,8,-0.24325888851338764,69,1.0,0.0
700,0.01,15.0,0.0,10.0,6.93,2.6324893162176366,0.0,69_0_6,1000,1000,10,19,-0.21800443880131007,69,1.0,0.0
800,0.01,15.0,0.0,12.0,7.92,2.814249455894058,0.0,69_0_7,1000,1000,4,9,0.462046780017396,69,1.0,0.0
900,0.01,15.0,0.0,7.0,8.91,2.98496231131986,0.0,69_0_8,1000,1000,14,16,-0.45028581646705024,69,1.0,0.0
1000,0.01,20.0,0.0,9.0,9.9,3.146426544510455,0.0,69_0_9,1000,1000,11,8,-0.346132808093386,69,1.0,0.0
100,0.01,5.0,0.0,0.0,0.99,0.99498743710662,0.0,69_1_0,1000,1000,10,8,-2.343294386724755,69,0.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,69_1_1,1000,1000,12,9,-0.631378152791684,69,1.0,0.0
300,0.01,10.0,0.0,6.0,2.9699999999999998,1.7233687939614086,0.0,69_1_2,1000,1000,13,9,-0.1656621503897721,69,1.0,0.0
400,0.01,10.0,0.0,4.0,3.96,1.98997487421324,0.0,69_1_3,1000,1000,14,8,-0.4087367860743401,69,1.0,0.0
500,0.01,15.0,0.0,2.0,4.95,2.224859546128699,0.0,69_1_4,1000,1000,4,13,-0.3007405624763905,69,1.0,0.0
600,0.01,15.0,0.0,12.0,5.9399999999999995,2.437211521390788,0.0,69_1_5,1000,1000,14,15,-0.2119057930159231,69,1.0,0.0
700,0.01,15.0,0.0,9.0,6.93,2.6324893162176366,0.0,69_1_6,1000,1000,11,8,-0.26254672828756587,69,1.0,0.0
800,0.01,15.0,0.0,13.0,7.92,2.814249455894058,0.0,69_1_7,1000,1000,12,10,-0.2333059952341203,69,1.0,0.0
900,0.01,15.0,0.0,16.0,8.91,2.98496231131986,0.0,69_1_8,1000,1000,12,6,-0.21985549157140935,69,1.0,0.0
1000,0.01,20.0,0.0,11.0,9.9,3.146426544510455,0.0,69_1_9,1000,1000,7,14,-0.2148571786753956,69,1.0,0.0
100,0.01,5.0,0.0,1.0,0.99,0.99498743710662,0.0,69_2_0,1000,1000,10,10,-0.30063536185045214,69,1.0,0.0
200,0.01,10.0,0.0,1.0,1.98,1.407124727947029,0.0,69_2_1,1000,1000,7,13,-0.4235754924365138,69,1.0,0.0
300,0.01,10.0,0.0,5.0,2.9699999999999998,1.7233687939614086,0.0,69_2_2,1000,1000,12,16,-0.19696389538015643,69,1.0,0.0
400,0.01,10.0,0.0,3.0,3.96,1.98997487421324,0.0,69_2_3,1000,1000,9,10,-0.358025396785254,69,1.0,0.0
500,0.01,15.0,0.0,7.0,4.95,2.224859546128699,0.0,69_2_4,1000,1000,7,9,-0.1261101277462984,69,1.0,0.0
600,0.01,15.0,0.0,4.0,5.9399999999999995,2.437211521390788,0.0,69_2_5,1000,1000,12,18,-0.47271054092238707,69,1.0,0.0
700,0.01,15.0,0.0,11.0,6.93,2.6324893162176366,0.0,69_2_6,1000,1000,11,8,-0.21715168866161624,69,1.0,0.0
800,0.01,15.0,0.0,11.0,7.92,2.814249455894058,0.0,69_2_7,1000,1000,12,11,-0.2693140972604106,69,1.0,0.0
900,0.01,15.0,0.0,8.0,8.91,2.98496231131986,0.0,69_2_8,1000,1000,15,10,-0.43318544342249177,69,1.0,0.0
